"sector","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"Tanaman Pangan",11105.2980552591,11660.562958022,12243.5911059231,12855.7706612193,13498.5591942802,14173.4871539943,14882.161511694,15626.2695872787,16407.5830666426,17227.9622199747,18089.3603309735,18993.8283475221,19943.5197648983,20940.6957531432,21987.7305408003
"Tanaman Hortikultura",48223.0965844305,50634.251413652,53165.9639843346,55824.2621835513,58615.4752927289,61546.2490573653,64623.5615102336,67854.7395857453,71247.4765650325,74809.8503932842,78550.3429129484,82477.8600585958,86601.7530615256,90931.8407146019,95478.432750332
"Perkebunan",426.20998808756,447.520487491938,469.896511866535,493.391337459861,518.060904332854,543.963949549497,571.162147026972,599.72025437832,629.706267097236,661.191580452098,694.251159474703,728.963717448438,765.41190332086,803.682498486903,843.866623411249
"Peternakan",203.777763385017,213.966651554268,224.664984131981,235.898233338581,247.69314500551,260.077802255785,273.081692368574,286.735776987003,301.072565836353,316.126194128171,331.93250383458,348.529129026309,365.955585477624,384.253364751505,403.46603298908
"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kehutanan dan Penebangan Kayu",10.4050153820464,10.9252661511487,11.4715294587061,12.0451059316414,12.6473612282235,13.2797292896347,13.9437157541164,14.6409015418222,15.3729466189133,16.141593949859,16.948673647352,17.7961073297196,18.6859126962055,19.6202083310158,20.6012187475666
"Perikanan",34.908692507694,36.6541271330787,38.4868334897326,40.4111751642192,42.4317339224302,44.5533206185517,46.7809866494793,49.1200359819533,51.576037781051,54.1548396701035,56.8625816536087,59.7057107362891,62.6909962731036,65.8255460867587,69.1168233910967
"Pertambangan Minyak Gas dan Panas Bumi",18.0344521748051,18.9362163924292,19.8830717751653,20.8772730910193,21.9211878612941,23.0173019993042,24.1682257310997,25.376699812304,26.6456020560488,27.9779541869413,29.3769290383661,30.8458581094239,32.3882395000122,34.0077462425854,35.7082350507745
"Pertambangan Bijih Logam",0.716949142236911,0.7527982534857,0.790439937740652,0.829963831990579,0.871464055665936,0.915039434802653,0.960793737417049,1.00883592065261,1.05928039029423,1.11224727324372,1.16786270364427,1.22625912330225,1.28757559714166,1.3519581444284,1.41956008656656
"Pertambangan dan Penggalian Lainnya",14835.9009850405,15889.1403404792,17017.1542094291,18225.2513083132,19519.1172905308,20904.8414534219,22388.9453268779,23978.4132749762,25680.7265400066,27503.8962550106,29456.5028765768,31547.7358736758,33787.4376192142,36186.1489040877,38755.1587731552
"Industri Batubara dan Pengilangan Migas",324.522968240751,340.749865388506,357.788160553886,375.678427412147,394.463268590368,414.187417133934,434.897843047664,456.643865165391,479.477268617629,503.452428166039,528.626437716094,555.059246301251,582.813800871658,611.956196220932,642.555832414188
"Industri Makanan dan Minuman",138.113668007751,145.019670062429,152.270994844297,159.884910096048,167.879547061597,176.273943669176,185.088089874156,194.342975269599,204.060639079298,214.264222647674,224.978024559042,236.227558511087,248.039614084289,260.442320549227,273.465213866343
"Pengolahan Tembakau",4.0910436212617,4.29560524113431,4.51039561215603,4.73592621946534,4.9727341258369,5.22138325080149,5.48246571373866,5.75660324414159,6.04444866245316,6.34668743486107,6.66403930597711,6.99726001309857,7.34714308624977,7.71452173820851,8.10027084909572
"Industri Tekstil dan Pakaian Jadi",258.687696125004,271.622677772578,285.204450878264,299.465358023646,314.439359133062,330.162112355809,346.671058993496,364.005512674891,382.206752993174,401.318123819803,421.385136543234,442.455578466268,464.579626627531,487.809967312925,512.201921546575
"Industri Kulit Barang dari Kulit dan Alas Kaki",32.6644872336363,34.2977869584532,36.0127570202936,37.8134813159141,39.7042479638904,41.6895595176098,43.774143689046,45.9629646088643,48.2612346499936,50.6744268417169,53.2082879056191,55.8688519429185,58.6624548067002,61.5957491926241,64.6757204846622
"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",50.8002447536713,53.3403741971044,56.0075184343173,58.8080287958335,61.7485742206631,64.8361571396865,68.0781301534109,71.4822135438346,75.0565136626247,78.8095422376746,82.7502366467845,86.88798120438,91.2326295134016,95.7945279345733,100.584540229905
"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",55.5207151210158,58.2968789738319,61.2118601141592,64.272600052109,67.4863874191585,70.860875327452,74.4040995972918,78.1244978962436,82.0309298359837,86.1326980728645,90.4395704654697,94.9618033393416,99.7101659158576,104.695965962315,109.93107672536
"Industri Kimia Farmasi dan Obat Tradisional",206.877841522116,217.222210904435,228.083832644612,239.488571766639,251.463586716592,264.037394045778,277.239936328879,291.102653478903,305.658557630803,320.942311765099,336.990312269978,353.840775628885,371.533829445877,390.111608021381,409.61835270987
"Industri Karet Barang dari Karet dan Plastik",70.7036806694158,74.2390278296182,77.9511539298286,81.8488987393692,85.9415440744302,90.2388359045291,94.7510075645813,99.4888041278779,104.463507998716,109.686965783224,115.171616506237,120.930521238103,126.977394204001,133.326635448424,139.993365133959
"Industri Barang Galian bukan Logam",27.504337064148,28.8796173750505,30.3236662069944,31.8399223059222,33.4319963777919,35.1036796881796,36.8589530919737,38.7019965146712,40.6371989081306,42.6691687035536,44.8027447880887,47.0430080299154,49.3952933800342,51.8652025790296,54.4586174995884
"Industri Logam Dasar",49.6608447360531,52.1440015497946,54.7513243391857,57.4890219805914,60.3636138352147,63.3819452762307,66.5512039924775,69.8789371075465,73.3730691555317,77.0419209545588,80.8942294257478,84.9391684024907,89.1863704810098,93.6459499632342,98.3285269475717
"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",1680.73688014209,1764.77760192629,1853.02063512188,1945.6761148473,2042.9646843652,2145.11802058755,2252.37938586273,2365.00420735929,2483.26068544275,2607.43043243708,2737.80914338378,2874.70730031747,3018.45091178288,3169.3822893206,3327.86086280259
"Industri Mesin dan Perlengkapan YTDL",342.035272103387,359.137824848463,377.095561259727,395.951244498542,415.749776166862,436.538303249177,458.366330402942,481.285837865,505.35140525818,530.620341581291,557.152821710706,585.012029722675,614.264309387376,644.97932218622,677.230213235202
"Industri Alat Angkutan",282.997118832523,297.147627701898,312.005708372611,327.606742726139,343.987881971788,361.188135129565,379.248461938334,398.211870410611,418.123519269098,439.030825499321,460.983577289891,484.03405261619,508.237143757887,533.650488041133,560.334605122148
"Industri Furnitur",15.1248469554834,15.8811241991332,16.6752177825727,17.5090186987014,18.3845125025572,19.3037840403034,20.2690224147277,21.2825261990798,22.3467089118168,23.4641047647784,24.6373746993058,25.8693127239744,27.162852569461,28.5210746760917,29.9472135309943
"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",28.0450927741346,29.4474121181618,30.9198520234682,32.4659188442972,34.0892942757697,35.7938441225614,37.583627506126,39.4629065324032,41.4361564433069,43.5080762752216,45.6836000514139,47.9679085337081,50.3664415622068,52.8849110118779,55.5293143973972
"Ketenagalistrikan",0.00190173872613876,0.0019968256624457,0.00209666694556798,0.00220150029284638,0.0023115753074887,0.00242715407286314,0.00254851177650629,0.00267593736533161,0.00280973423359819,0.0029502209452781,0.003097731992542,0.0032526185921691,0.00341524952177756,0.00358601199786643,0.00376531259775976
"Pengadaan Gas dan Produksi Es",8.51980283949621,9.08965666201615,9.69821749698077,10.348145911826,11.0422870074479,11.7836832756541,12.5755883518355,13.4214817248483,14.325085065731,15.2903781101023,16.3216175378848,17.4233560045381,18.6004631485293,19.8581473849206,21.2019797338337
"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",6374.17545098777,6692.89914132261,7027.56007533697,7378.95519041536,7747.92127615231,8135.33696733933,8542.1248366274,8969.25359185057,9417.74038330733,9888.65322627506,10383.1135448788,10902.298843071,11447.4455092669,12019.8517611839,12620.8807380212
"Konstruksi",290.235295429366,304.747729828422,319.985833490989,335.985893255836,352.786010543405,370.426192101795,388.948445291221,408.396878133946,428.817804370828,450.259853764807,472.774087929834,496.414121947547,521.236252069556,547.299589803608,574.666202708468
"Perdagangan Mobil Sepeda Motor dan Reparasinya",20.8436705769389,21.8859021960666,22.9802488105606,24.1293164126124,25.3358413112399,26.6026966493425,27.9328992466934,29.3296167851712,30.7961753535488,32.3360673690991,33.9529598960181,35.6507033795042,37.433340816883,39.3051173872013,41.2704905626162
"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",225.102040722114,236.357662111099,248.176101443589,260.585502234814,273.615415361707,287.296869444085,301.662444745819,316.746350772024,332.584507749305,349.21463217545,366.676326654565,385.011174221106,404.26283738381,424.477162120868,445.702287078268
"Angkutan Rel",886.573789449016,930.908684307402,977.460764491109,1026.34092054775,1077.66558977394,1131.55703370933,1188.14362951628,1247.56017594008,1309.94821460536,1375.45636732281,1444.24069035622,1516.46504636882,1592.30149501099,1671.93070302605,1755.5423749021
"Angkutan Darat",397.391148835055,417.263487732198,438.129641057532,460.039313553781,483.044696196607,507.200590576446,532.564539504331,559.196964153202,587.161308073375,616.52418838436,647.35555456887,679.728855191208,713.721212971389,749.413608607851,786.891073809582
"Angkutan Laut",238.114883159845,250.020628985027,262.521662219839,275.647747243166,289.430136653436,303.901645679635,319.096730312884,335.051569344592,351.804150506528,369.394360917885,387.864082054718,407.257289467848,427.620157486673,449.001169158165,471.45123168283
"Angkutan Sungai Danau dan Penyeberangan",0.00160799518236915,0.00168839865143589,0.00177282255736229,0.00186146794069319,0.00195454589532887,0.00205227807128647,0.00215489720260596,0.0022626476616584,0.0023757860411923,0.00249458176544986,0.00261931773189577,0.00275029098501197,0.00288781342380869,0.00303221254470409,0.00318383222157239
"Angkutan Udara",572.130485261551,600.738344965917,630.776692471832,662.317058901333,695.434552410667,730.208037075696,766.720320723936,805.058352160678,845.31342826463,887.581411426613,931.962957880644,978.563757444216,1027.49478525511,1078.87256609258,1132.81945192339
"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",2.03575882791834,2.13755146619398,2.24443406986185,2.35666116086856,2.47449998893954,2.59823116808662,2.72814934494905,2.8645639005605,3.00779968723317,3.15819780224492,3.31611640028266,3.48193154648208,3.65603811215275,3.83885071528092,4.03080470808828
"Penyediaan Akomodasi",33.4027238616654,35.0728600547487,36.8265030574861,38.6678282103604,40.6012196208784,42.6312806019224,44.7628446320185,47.0009868636194,49.3510362068004,51.8185880171404,54.4095174179974,57.1299932888973,59.9864929533422,62.9858176010092,66.1351084810597
"Penyediaan Makan Minum",34306.9691721641,36022.3187580123,37823.4359031869,39714.6089913368,41700.3408256965,43785.3593500946,45974.6289060136,48273.3620525048,50687.0319771067,53221.3855272987,55882.4568935451,58676.5819764847,61610.4134724883,64690.9367134923,67925.4862988301
"Informasi dan Komunikasi",18.293344012743,19.2080534195764,20.1685012933913,21.1769747702983,22.2358753583239,23.3477246570713,24.5151703634388,25.7409925777025,27.028110425163,28.3795890085035,29.7986467084122,31.2886628490033,32.8531857468101,34.4959411621499,36.2208411733342
"Jasa Perantara Keuangan",12.4231364465858,13.0443219314349,13.6965687255652,14.3814300389288,15.1005367522366,15.85560130122,16.6484217551556,17.4808860993699,18.3549767320448,19.2727751856125,20.2364670846585,21.2483473515624,22.310825672624,23.4264322374444,24.5978237654632
"Asuransi dan Dana Pensiun",1.28871662249527,1.35315542693243,1.42081638269664,1.4918606123427,1.56645729561766,1.64478407239546,1.72702746576347,1.81338332626908,1.90405729839672,1.99926531034271,2.09923408832437,2.20420169658825,2.31441810443986,2.43014578161948,2.55166032346634
"Jasa Keuangan Lainnya",1.36107773293686,1.42913475984684,1.500594861061,1.57562820612462,1.65441347418449,1.73713827954825,1.8239996185272,1.91520433862712,2.0109696312179,2.11152354880916,2.21710554823763,2.32796706099671,2.44437209210483,2.5665978489114,2.69493540136381
"Jasa Penunjang Keuangan",0.214096954772796,0.224802296473506,0.236042940330559,0.247845653941833,0.260238543461949,0.273251120542568,0.286914372620577,0.301260836721612,0.316324676956785,0.332141765889913,0.348749769980673,0.366188239297199,0.384498701717817,0.403724761841968,0.423912204849919
"Real Estate",2.93257690337188,3.07921251454871,3.23318038667095,3.39484716689335,3.56459783715066,3.74283663106748,3.92998799672534,4.12649760758084,4.33283342397128,4.54948680763614,4.77697369206827,5.01583581134537,5.26664199045122,5.52998950010056,5.80650547934969
"Jasa Perusahaan",5.45235102654134,5.72498115747096,6.01124368809885,6.31182030182369,6.62742677071777,6.95881466027813,7.30677311943736,7.67213076009848,8.05575763072381,8.4585672884929,8.88151897526097,9.32561990224599,9.79192764903972,10.2815526825462,10.7956610019497
"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",19.9668379637062,20.965225929154,22.0135365636499,23.1142662328712,24.270036137272,25.4835985549845,26.7578433969459,28.095805089869,29.5006698036434,30.9757830397025,32.5246575995144,34.1509819512439,35.8586290150753,37.6516653877168,39.5343610284328
"Jasa Pendidikan",32.0924899186029,33.6971884579624,35.3821271813734,37.1513184712914,39.0089753558031,40.9595215427769,43.0076019558503,45.1580937973558,47.4161181648474,49.787052247804,52.2765421353014,54.89051626366,57.6351995370033,60.5171281537066,63.5431651746562
"Jasa Kesehatan dan Kegiatan Sosial",37.3610666352478,39.2292061660401,41.1907587935032,43.2503956069999,45.4130212812215,47.6837857576299,50.0680965101224,52.5716314241419,55.2003523202718,57.9605191532533,60.8587049222749,63.9018113263003,67.0970852027778,70.4521357881257,73.9749528418094
"Jasa lainnya",7.65373631484402,8.03644078919999,8.43828174103534,8.86021608324111,9.3032485806749,9.76843424320488,10.2568808384369,10.7697515301113,11.3082676485274,11.873711599335,12.4674299180351,13.0908364771094,13.7454158536306,14.4327268652223,15.1544062829318
"Lainnya",0.136452155007619,0.143275077578867,0.15043916863096,0.15796148817495,0.165859949335155,0.174153361012764,0.182861472683176,0.192005021433802,0.201605781355685,0.211686615401937,0.222271529843922,0.233385731448515,0.24505568751646,0.257309188922075,0.270175416307008
